slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
butternut-squash,F-1605-2023,2023-10-04,Class I,Terminated,Fresh Unlimited Inc,"US Foods Distribution locations: IN, NC, NY, SC, WV","Freshway Foods - Diced Butternut Squash, packaged in 4 pound plastic bags - 4 bags per case."
butternut-squash,F-0057-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine White Label - Butternut Squash Lasagna. Single Serving, Keep refrigerated"
butternut-squash,F-1786-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Roasting Vegetables. With Olive Oil and Herbs. Contains: . Keep Refrigerated. Item 89350. Butternut Squash, Brussel Sprouts, Cauliflower, Carrot, Parsnip, Olive Oil, Salt, Black P…"
butternut-squash,F-0285-2021,2021-02-17,Class II,Terminated,Pero Family Farms Company,Domestic distribution only.,"Butternut Squash Bag, 5 lbs"
butternut-squash,F-0264-2021,2021-02-10,Class II,Terminated,Lancaster Foods LLC,"Product Distributed in the USA - PA, MD, MA, VA, DE, NC","Own Brands , Butternut Squash Noodles, 12 Ounces, in a PET Clamshell, UPC 6 88267 17259 5"
butternut-squash,F-0259-2021,2021-02-10,Class II,Terminated,Lancaster Foods LLC,"Product Distributed in the USA - PA, MD, MA, VA, DE, NC","Lancaster Butternut Squash Chunks, 12, 20, 24, 40 Ounces and 2.5 lbs. in a PET Clamshell, 2 per case, 4 per case, 6 per case . UPC: 8 13055 01596 3; 8 13055 01150 7; 8 13055 01300…"
butternut-squash,F-0978-2020,2020-06-17,Class II,Terminated,Coastal Sunbelt Produce Co. Inc.,"The firm distributed the product in the following states, Maryland, PA, NJ, FL, KY, NC, CO, MA, VA, DC, GA","Bin Butternut Squash, Bulk, Raw Product in Bins / 4, 5lb packages in each case"
cabbage,F-0777-2025,2025-05-21,Class II,Completed,Advance Food International Inc.,"NY, NJ, CT, MA, PA, MD","National brand Kasundi PEELED MANGO PICKLE IN OIL; Net Wt.: 1 Kg (35.27 oz)/ 2.20lb; Ingredients: Kasundi (Peeled Mango), Canola Oil, Cabbage, Salt, Mixed Spices, Vinegar, Sodium …"
cabbage,F-0817-2024,2024-02-07,Class I,Terminated,World Variety Produce Inc dba Melissa's,"U.S. distribution to the following: CA, TX, FL No foreign distribution.","Melissa's Hot Kimchi Pickled Napa Cabbage NET WT. 14 oz (397g) Ingredients: Napa Cabbage, Radish, Water, Garlic, Red Pepper, Organic Sugar Cane, Sea Salt, Calcium Lactate, Ginger,…"
cabbage,F-0234-2023,2023-01-18,Class III,Terminated,Dole Fresh Vegetables Inc,"U.S. distribution to the following: AL, CT, FL, GA, LA, MA, MD, NC, NY, PA, SC, VA No foreign distribution.","Dole Diced Southern Slaw Green Cabbage, Carrots Preservative Free Thoroughly Washed Perishable/Keep Refrigerated NET WT 14 OZ (397 g) UPC 7143001036 Also Classic Coleslaw under Li…"
cabbage,F-0853-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods NO MSG SLICED CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz, 64 oz, 32 oz, & 16 oz glass jars"
cabbage,F-0854-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,5000 Years Foods NO MSG JULRADO WHOLE CABBAGE KIMCHI in 128 oz and 64 oz glass jars
cabbage,F-0852-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods NO MSG WHOLE CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz and 64 oz glass jars"
cabbage,F-0855-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods NO MSG JULRADO SLICED CABBAGE KIMCHI in 128 oz, 64 oz, 32 oz, & 16 oz glass jars"
cabbage,F-0850-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods JULRADO WHOLE CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz and 64 oz glass jars"
cabbage,F-0849-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods WHOLE CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz and 64 oz glass jars"
cabbage,F-0851-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods JULRADO SLICED CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz, 64 oz, 32 oz, & 16 oz glass jars"
cabbage,F-0848-2021,2021-08-18,Class II,Terminated,"5000 Years Foods, Inc.",The recalled product was distributed in ILLINOIS where the product was further distributed and it reached customers thr…,"5000 Years Foods SLICED CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz, 64 oz, 32 oz, & 16 oz glass jars"
cabbage,F-1068-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Gourmet Cafe Creative Classics Turkey & Bacon Chef 5.75 oz.,UPC 071279407081, Iceberg & romaine lettuce, carrots & red cabbage"
cabbage,F-1069-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Green & Crisp / Verde y Crujiente 11 oz., UPC 071279108049, (Canada UPC) 0 71279 10813 1, Iceberg & romaine lettuce, carrots & red cabbage"
cabbage,F-1072-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Iceberg Garden / Lechuga Repollo 3 lbs., UPC 071279104119, Iceberg lettuce, carrots & red cabbage"
cabbage,F-1071-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Iceberg Garden / Lechuga Repollo 12 oz., UPC 071279103020, (Canada UPC) 0 71279 10302 0, Green and red cabbage, kale, green leaf & Carrots. Fresh Express Iceberg Gar…"
cabbage,F-1093-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Giant Eagle Life s Getting Fresher Fresh Italian Blend 9 oz., UPC 030034923112, Romaine lettuce & red cabbage"
cabbage,F-1063-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express American 11 oz.,UPC 071279241005, (Canada UPC) 0 71279 24100 5, Iceberg & romaine, carrots red cabbage & radish"
cabbage,F-1053-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express America's Fresh Old Fashioned Cole Slaw"" 14oz, UPC 071279123011, Green cabbage & carrots"
cabbage,F-1066-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Gourmet Cafe Creative Classics Chopped Asian 6.25 oz., UPC 071279407111, Red and green cabbage, romaine lettuce, carrots & green onions"
cabbage,F-1091-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Giant Eagle Life s Getting Fresher Fresh American Blend 11 oz., UPC 030034923105, Iceberg & romaine lettuce, carrots, red cabbage & radish"
cabbage,F-1067-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Gourmet Cafe Creative Classics Mediterranean 5.12 oz., UPC 071279407142, Red cabbage & romaine lettuce"
cabbage,F-1075-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Premium Romaine / Lechuga Romana Especial 9 oz., UPC 071279108087, Romaine lettuce, carrots & red cabbage"
cabbage,F-1081-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Veggie Lover's 11 oz., UPC 071279281001, (Canada UPC) 0 71279 28106 3, Iceberg & romaine lettuce, carrots, pea pods, red cabbage & radishes"
cabbage,F-1073-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Italian 9 oz., UPC 071279211008, Romaine lettuce & red cabbage"
cabbage,F-1050-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Iceberg Garden / Lechuga Repollo 24 oz., UPC 071279104119, iceberg lettuce, carrots & red cabbage"
cabbage,F-1082-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Veggie Spring Mix 7 oz., UPC 071279281049, Baby lettuce, carrots, red cabbage & radishes"
cantaloupe,H-0668-2026,2026-04-15,Class I,Terminated,AYCO FARMS INC,"Distributed to PA, FL, CA, NY. No foreign distribution and none to government agencies.","Fresh Cantaloupe (Whole, Fresh), brand name Ayco, wrapped in food safe plastic bags packed in corrugated cardboard cartons; 6-12 melons per box; individual carton count per label.…"
cantaloupe,H-0068-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, Pineapple, and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix CHPG (MCT) 1/5 lb. 2. …"
cantaloupe,H-0059-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Cantaloupe Chunks packaged into the following size containers some under brand names Fresh & Finest or Harvest Cuts: 1. CANTALOUPE CHUNKS ""PRMK"" 30/2 OZ 2. CANTALOUPE CH…"
cantaloupe,H-0067-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix ""HC"" 6/6oz. UPC 7 90629-11821 6. …"
cantaloupe,H-0063-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Luau Blend Fruit Mix ""F&F"". 4/10 oz. Fresh & Finest. Contains: Cantaloupe, Honeydew, Pineapple, Red Grapes, Strawberry, Blueberry. Keep Refrigerated. UPC 0 70253-00572 5…"
cantaloupe,H-0060-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Cantaloupe & Honeydew Chunks Fresh & Finest. Net Wt: 12 oz Keep Refrigerated. UPC 0 70253-00582 4. Packed by WPS, Minneapolois, MN"
cantaloupe,H-0065-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Melon Mix. Contains: Cantaloupe, Honeydew, Watermelon. Keep Refrigerated. Packed under the following brands and sizes: 1. Melon Mix ""HC"" 4/16 oz. Harvest Cuts UPC 7 9062…"
cantaloupe,H-0066-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, Watermelon and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix CHWG (MCT) 1/5 lb. UPC…"
cantaloupe,F-1838-2024,2024-10-09,Class I,Ongoing,"Eagle Produce LLC, dba Martori Farms","Statewide distribution to MI, MO, OH, TX, VA, 4 locations received product via 3rd party truck. No foreign distribution…","Whole cantaloupe, brand name Kandy, packed in a corrugated box, 9 count"
cantaloupe,F-0637-2024,2023-12-27,Class I,Terminated,Renaissance Food Group,"Product was shipped to the following states: AL, GA, FL, NC, SC","Trader Joe's Fresh Cut Fruit Cantaloupe Chunks NET WT 16 OZ (1 LB) 453g UPC 0095 2668, DIST & SOLD EXCLUSIVELY BY TRADER JOE'S MONROVIA, CA 91016"
cantaloupe,F-0579-2024,2023-12-20,Class I,Terminated,"PACIFIC TRELLIS FRUIT, LLC","U.S. distribution to the following: WI, OK, IL, TX, CA Foreign distribution to the following: Canada",Malichita brand Whole Cantaloupe 9 count and 12 count
cantaloupe,F-0582-2024,2023-12-20,Class I,Terminated,"Cut Fruit Express, Inc.","IL, MN, & WI","Cut cantaloupe identified with the following Item ID and Description. 1. 11628 Cantaloupe Diced 3/4"" 5lb. 2. 13075 Cantaloupe Chunk 30-1/2 cup 3. 1460070 Cantaloupe Chunk 1"" 5lb. …"
cantaloupe,F-0584-2024,2023-12-20,Class I,Terminated,"Cut Fruit Express, Inc.","IL, MN, & WI","Mixed Fruit Products that contain Cantaloupe, Honeydew, and Pineapple, Identified with the following Item ID and Description. 1. 5094954 Fruit Mix CHP Diced 3/4"""" 4-5 lb. 2. 58930…"
cantaloupe,F-0585-2024,2023-12-20,Class I,Terminated,"Cut Fruit Express, Inc.","IL, MN, & WI","Mixed Fruit Products that contain Cantaloupe, Honeydew, and Red Grapes, Identified with the following Item ID and Description. 1. 8366011 FRUIT MIX CHG DICED 1/2"" 25lbs. 2. 722447…"
cantaloupe,F-0672-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Item # 12217 Fruit, Chk Cant/Pine 1/2"" w/Grp, 5 lb. containing Cantaloupe, Pineapple, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce C…"
cantaloupe,F-0617-2024,2023-12-13,Class I,Terminated,FreshPoint Dallas,"Institutions, medical facilities and direct food service accounts in Arkansas, Missouri, Mississippi, Kansas, Louisiana…",Whole cantaloupe 3ct and 6ct
cantaloupe,F-0665-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","FreshPoint Bix Produce Company, Whole Cantaloupe, Item 03143. 1/3 CT. 3 melons per container."
cantaloupe,F-0601-2024,2023-12-13,Class I,Terminated,Freshpoint Of Southern Ca,"Food services in California, Arizona and Nevada",Whole cantaloupe 3ct and 6ct brand name Imperial Fresh
cantaloupe,F-0669-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Mixed Fruit with Grapes products containing Cantaloupe, Honeydew, Pineapple, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company, 3…"
cantaloupe,F-0670-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Mixed Fruit products containing Cantaloupe, Honeydew, and Pineapple. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company, 3060 Centerville Road, Li…"
cantaloupe,F-0668-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Cut Cantaloupe. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company, 3060 Centerville Road, Little Canada, MN 55117 Packaged with the following cut…"
cantaloupe,F-0569-2024,2023-12-13,Class I,Terminated,"Sofia Produce, L.L.C.",Customers are located in the United States & Canada. There is no distribution to US Government agencies or departments.…,"Whole cantaloupe, Brand name Rudy 11 count carton, 8 count carton, 9 count carton, 15 count carton d. Container description; Cardboard containers bearing the Rudy label. The Rudy …"
cantaloupe,F-0666-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Cantaloupe Fruit Cup, Item 19703. clam-shell container. Net Wt 5.75 oz (163g). UPC 8 46709-00523 2. Manufactured and Distributed by: Bix Produce Company, 3060 Centerville Road, Li…"
cantaloupe,F-0671-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Item # 12170 Fruit, Chunk Melon w/Grape 5 lb. containing Cantaloupe, Honeydew, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company,…"
cantaloupe,F-0568-2024,2023-12-13,Class I,Terminated,"Sofia Produce, L.L.C.",Customers are located in the United States & Canada. There is no distribution to US Government agencies or departments.…,"Whole cantaloupe, Brand name Malichita 11 count carton, 8 count carton, 9 count carton, 15 count carton d. Container description; Red Corrugated Paper Carton or Black Plastic RPC."
cantaloupe,F-0304-2024,2023-11-08,Class I,Terminated,Bix Produce Company LLC,"IA, MN, ND, WI","FreshPoint Bix Produce Company, Cantaloupe. Item # 03143. 3 melons per bag."
cantaloupe,F-0298-2024,2023-11-01,Class I,Terminated,"Eagle Produce LLC, dba Martori Farms","Product was distributed to consignees in the following states: California, Illinois, Indiana, Iowa, Kentucky, Louisiana…","Whole cantaloupe, Brand name Kandy 11 count carton, 8 count carton, 9 count carton, 15 count carton d. Container description; Red Corrugated Paper Carton or Black Plastic RPC."
cantaloupe,F-1450-2023,2023-08-30,Class I,Terminated,"Freshy Foods, LLC","Facilities located in FL, LA, and MS","Team Fresh & Go: Cantaloupe Cup, packaged in 12oz plastic cup with lid. Packaged and sold as single unit."
cantaloupe,F-1765-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Deluxe Fruit Bowl. Contains Pineapple, Cantaloupe, Honeydew, Watermelon, Kiwi, Strawberry. Keep Refrigerated. Item 80935. Net Wt. 3.5 lb. Packed under brands: Crazy Fresh, quick &…"
